STATE,PLACE,POPESTIMATE2023
29,50672,4571
29,51140,209
29,51302,446
29,51356,230
29,51446,314
29,51500,149
29,51572,13328
29,51644,8262
29,51662,55
29,51680,737
29,51716,332
29,51734,153
29,51770,641
29,51824,1017
29,51860,227
29,51914,2389
29,52058,968
29,52076,2623
29,52148,538
29,52292,212
29,52328,109
29,52418,408
29,52616,25405
29,52742,2180
29,52760,630
29,52796,4213
29,53102,5534
29,53138,21
29,53174,291
29,53408,3583
29,53454,612
29,53462,873
29,53516,104
29,53534,376
29,53624,8907
29,53650,400
29,53750,1370
29,53786,238
29,53804,127
29,53858,363
29,53894,196
29,53948,185
29,54038,5638
29,54074,94074
29,54200,71
29,54416,269
29,54560,118
29,54650,8843
29,54686,715
29,54758,1205
29,54848,834
29,54920,2895
29,54938,740
29,55244,4856
29,55352,375
29,55388,971
29,55424,24
29,55478,444
29,55550,15496
29,55640,2796
29,55766,22907
29,55910,7554
29,55964,2506
29,56036,3600
29,56144,1153
29,56226,155
29,56272,8759
29,56288,8859
29,56306,650
29,56342,519
29,56360,133
29,56396,883
29,56414,426
29,56432,83
29,56468,26
29,56558,339
29,56612,61
29,56620,97
29,56756,6101
29,56882,37
29,56900,49
29,57080,684
29,57116,8506
29,57278,6064
29,57368,166
29,57404,145
29,57422,1861
29,57494,1265
29,57512,66
29,57602,678
29,57656,682
29,57800,2683
29,57818,826
29,58088,90
29,58178,4828
29,58196,393
29,58250,2240
29,58394,8679
29,58448,685
29,58520,2726
29,58628,94
29,58898,46
29,58916,508
29,59096,16132
29,59150,325
29,59186,2764
29,59330,2540
29,59420,43
29,59726,263
29,59816,121
29,59870,167
29,59942,988
29,60140,318
29,60158,140
29,60176,1049
29,60284,861
29,60356,559
29,60428,468
29,60590,58
29,60716,420
29,60734,368
29,60752,25306
29,60788,29097
29,60842,49
29,60986,164
29,61094,92
29,61112,1242
29,61166,150
29,61184,252
29,61238,20144
29,61292,75
29,61328,139
29,61364,43
29,61418,1247
29,61562,1736
29,61670,5958
29,61706,9058
29,61886,104
29,61904,378
29,61994,265
29,62030,67
29,62056,5
29,62156,4417
29,62192,2327
29,62210,74
29,62228,41
29,62498,210
29,62570,827
29,62660,4649
29,62696,1227
29,62786,140
29,62894,5087
29,62912,20423
29,63074,95
29,63110,396
29,63200,120
29,63236,65
29,63560,100
29,63596,217
29,63704,791
29,63776,83
29,63857,318
29,63902,318
29,63956,12658
29,64082,71800
29,64136,4716
29,64172,41
29,64180,5037
29,64190,427
29,64424,3903
29,64478,6460
29,64550,70634
29,65000,281754
29,65018,1215
29,65034,307
29,65108,3622
29,65126,59413
29,65144,5457
29,65162,223
29,65234,4713
29,65450,1567
29,65990,1389
29,66044,5072
29,66134,226
29,66337,197
29,66368,4348
29,66440,22086
29,66476,188
29,66530,881
29,66638,1519
29,66674,2293
29,66800,1909
29,67178,1567
29,67196,505
29,67214,436
29,67358,141
29,67628,366
29,67632,107
29,67700,6243
29,67718,316
29,67790,16085
29,67808,264
29,68132,234
29,68204,1802
29,68384,506
29,68420,10785
29,68852,23
29,68870,63
29,68888,121
29,68942,13
29,69230,969
29,69302,1946
29,69464,225
29,70000,170188
29,70270,1148
29,70414,131
29,70558,1720
29,70576,1443
29,70648,168
29,70738,734
29,70828,1792
29,70954,13
29,70990,172
29,71008,214
29,71026,37
29,71044,1049
29,71062,2703
29,71098,115
29,71224,945
29,71368,3204
29,71440,6829
29,71512,469
29,71620,79
29,71728,502
29,71746,9041
29,71890,1309
29,72034,545
29,72106,159
29,72196,74
29,72232,275
29,72304,1167
29,72340,1458
29,72826,1898
29,72898,200
29,73127,6
29,73240,60
29,73330,136
29,73348,47
29,73420,2637
29,73618,11553
29,73690,315
29,73816,5622
29,73852,639
29,73870,36
29,73942,14591
29,73978,923
29,74014,67
29,74176,124
29,74194,191
29,74284,585
29,74473,40
29,74626,13000
29,75130,378
29,75166,1709
29,75202,63
29,75220,34096
29,75238,304
29,75310,403
29,75346,473
29,75364,218
29,75472,6725
29,75580,761
29,75688,2959
29,75706,62
29,75724,185
29,75796,1245
29,75814,849
29,75886,516
29,75922,2639
29,76012,658
29,76102,576
29,76157,2496
29,76246,1926
29,76390,36
29,76444,74
29,76660,201
29,76840,640
29,76966,286
29,77002,1631
29,77092,19673
29,77128,9298
29,77146,2328
29,77182,1982
29,77200,412
29,77416,15450
29,77848,56
29,77866,801
29,77920,420
29,77992,5455
29,78028,78
29,78046,2111
29,78064,396
29,78118,13325
29,78154,23449
29,78314,5263
29,78334,92
29,78352,754
29,78370,1583
29,78406,1006
29,78424,99
29,78442,47497
29,78514,350
29,78622,112
29,78838,113
29,78856,1811
29,78910,377
29,78928,12598
29,79000,280
29,79054,308
29,79090,287
29,79126,677
29,79180,223
29,79558,61
29,79612,85
29,79756,423
29,79820,34851
29,79882,6521
29,80026,272
29,80098,2219
29,80260,75
29,80314,1403
29,80350,2844
29,80380,357
29,80422,1602
29,80512,981
29,80548,235
29,80767,754
29,80962,3871
29,81016,30
29,81070,62
29,81106,60
29,81124,5354
29,81142,209
29,81178,214
30,00700,527
30,01675,9673
30,03400,263
30,03475,1800
30,04300,99
30,04975,12509
30,05275,523
30,06250,588
30,06475,1686
30,06550,120864
30,08575,1283
30,08950,57305
30,09475,714
30,09700,469
30,09775,138
30,10375,1005
30,11397,35701
30,12775,587
30,14200,853
30,14575,1160
30,14650,1787
30,14950,572
30,15550,346
30,16525,2055
30,16600,5723
30,16825,1906
30,17275,2402
30,18475,718
30,18775,3017
30,19300,860
30,19825,3030
30,20425,212
30,20800,4176
30,21025,126
30,21850,296
30,22600,314
30,23125,2138
30,23650,410
30,24475,1047
30,24850,1533
30,25225,784
30,25300,866
30,26800,60
30,27700,1616
30,28000,1425
30,28450,235
30,29500,186
30,29575,422
30,30400,203
30,31075,3180
30,31450,4796
30,32575,115
30,32800,60422
30,33775,5268
30,34225,3709
30,34375,756
30,34450,949
30,35050,9330
30,35600,34464
30,36400,130
30,36700,184
30,37825,617
30,38350,278
30,38950,19
30,39700,620
30,39925,365
30,40000,106
30,40075,29886
30,40525,161
30,42700,7193
30,42850,139
30,43375,6149
30,43450,3169
30,43525,217
30,43975,8908
30,44275,429
30,47425,1872
30,47575,2109
30,48775,244
30,49000,145
30,49525,8438
30,50200,77757
30,51550,202
30,52900,294
30,53200,40
30,55525,73
30,56050,82
30,57175,910
30,57700,865
30,58150,1222
30,58375,1647
30,58450,169
30,58750,5613
30,58975,727
30,61525,2610
30,62200,86
30,62275,164
30,64150,2172
30,64525,1960
30,64975,225
30,65050,161
30,65275,820
30,66925,983
30,67450,3270
30,67600,761
30,67900,6112
30,70675,410
30,71200,2210
30,72175,351
30,72625,925
30,73675,574
30,73825,1472
30,73975,1986
30,74575,2133
30,75025,899
30,75475,385
30,76225,551
30,77125,242
30,77650,659
30,78925,165
30,79525,1222
30,79825,9163
30,79900,1080
30,80050,1022
30,80350,449
30,81025,174
30,81100,209
30,81475,2517
31,00205,66
31,00240,616
31,00415,1590
31,00555,1680
31,00625,643
31,00730,139
31,00870,354
31,00905,8056
31,00975,1027
31,01150,116
31,01290,198
31,01465,11
31,01500,108
31,01535,469
31,01780,963
31,01850,279
31,01990,1311
31,02095,591
31,02200,120
31,02305,3367
31,02375,195
31,02550,1310
31,02620,105
31,02655,3507
31,02690,4704
31,02795,183
31,02830,766
31,02865,85
31,03005,493
31,03040,20
31,03075,88
31,03145,106
31,03180,264
31,03215,549
31,03250,1185
31,03285,1124
31,03355,23
31,03390,12262
31,03495,530
31,03530,370
31,03600,167
31,03635,640
31,03775,111
31,03810,99
31,03950,63922
31,04020,409
31,04160,54
31,04195,203
31,04230,768
31,04300,1080
31,04405,1966
31,04615,714
31,04650,73
31,04895,401
31,05140,201
31,05350,7967
31,05455,951
31,05490,109
31,05560,795
31,05630,275
31,06015,607
31,06050,280
31,06085,368
31,06120,352
31,06260,8
31,06295,1448
31,06400,67
31,06470,96
31,06505,123
31,06610,3542
31,06750,142
31,06785,311
31,06820,272
31,06855,98
31,06890,154
31,07065,76
31,07205,54
31,07310,10
31,07345,1055
31,07415,111
31,07485,274
31,07555,85
31,07625,804
31,07660,567
31,07730,1074
31,07870,261
31,07975,86
31,08010,186
31,08150,619
31,08185,474
31,08220,377
31,08360,73
31,08535,3090
31,08570,972
31,08605,5145
31,08675,286
31,08780,264
31,08885,851
31,09095,212
31,09165,341
31,09200,634
31,09270,261
31,09375,728
31,09445,324
31,09655,38
31,09760,167
31,09865,515
31,10005,115
31,10110,24464
31,10180,72
31,10250,120
31,10390,311
31,10495,95
31,10600,34
31,10635,514
31,10740,30
31,10985,22
31,11020,3933
31,11055,45
31,11090,203
31,11195,824
31,11230,1116
31,11300,175
31,11370,7488
31,11440,759
31,11475,72
31,11615,517
31,11825,824
31,11860,34
31,12000,2047
31,12070,289
31,12105,73
31,12140,276
31,12245,304
31,12280,125
31,12315,3024
31,12420,145
31,12455,152
31,12525,411
31,12770,189
31,12840,725
31,12945,42
31,13015,514
31,13085,257
31,13190,183
31,13225,78
31,13295,575
31,13365,811
31,13435,610
31,13505,173
31,13750,122
31,13855,168
31,13890,387
31,13960,81
31,14065,230
31,14100,1207
31,14380,85
31,14450,427
31,14520,110
31,14555,196
31,14730,707
31,14975,64
31,15360,978
31,15430,685
31,15500,103
31,15570,637
31,15605,49
31,15710,806
31,15815,46
31,15920,110
31,16025,89
31,16165,398
31,16270,376
31,16340,520
31,16410,3832
31,16445,333
31,16550,590
31,16655,4045
31,16725,176
31,16760,135
31,16830,121
31,16935,647
31,17110,133
31,17145,1099
31,17320,45
31,17530,909
31,17670,27602
31,17775,927
31,17810,1221
31,17880,175
31,17950,31
31,18230,205
31,18300,57
31,18405,2135
31,18475,868
31,18580,8531
31,18615,1912
31,18720,30
31,18825,415
31,19070,268
31,19245,175
31,19350,1444
31,19385,3430
31,19455,110
31,19595,52622
31,19910,1136
31,20050,403
31,20190,611
31,20225,222
31,20260,9054
31,20295,2
31,20365,198
31,20435,187
31,20470,293
31,20540,139
31,20610,292
31,20680,64
31,20750,30
31,20785,438
31,20960,52
31,20995,93
31,21240,240
31,21275,1499
31,21345,945
31,21415,24896
31,21660,223
31,21730,575
31,21765,59
31,21835,80
31,21905,1388
31,22045,767
31,22080,1084
31,22115,22
31,22150,129
31,22185,246
31,22290,624
31,22325,3161
31,22430,367
31,22605,200
31,22640,5542
31,22815,186
31,22920,517
31,23025,784
31,23200,135
31,23235,272
31,23270,183
31,23340,561
31,23375,170
31,23410,59
31,23445,790
31,23480,854
31,23550,33
31,23655,150
31,23690,1969
31,23830,518
31,23970,364
31,24075,99
31,24285,158
31,24355,202
31,24530,97
31,24670,312
31,24740,46
31,24915,46
31,24950,742
31,25055,34362
31,25160,916
31,25230,373
31,25405,68
31,25475,2192
31,26175,25
31,26350,948
31,26385,16346
31,26420,272
31,26455,46
31,26560,439
31,26630,111
31,26805,167
31,26875,58
31,26910,10816
31,26980,33
31,28000,294757
31,28105,286
31,28245,93
31,28350,219
31,28420,316
31,29050,296
31,29085,392
31,29175,35
31,29260,1408
31,29470,1062
31,29645,28
31,29715,254
31,29750,187
31,29855,813
31,29925,7253
31,29960,477
31,30030,65
31,30065,37
31,30240,2189
31,30275,231
31,30310,45
31,30345,471
31,30380,96
31,30415,175
31,30730,240
31,30940,77
31,31045,59
31,31115,149
31,31220,249
31,31325,268
31,31395,633
31,31465,273
31,31570,109
31,31640,110
31,31780,348
31,31815,88
31,32060,2211
31,32130,127
31,32200,248
31,32305,709
31,32340,3136
31,32410,1527
31,32550,0
31,32585,289
31,32760,27
31,32830,925
31,32865,125
31,33250,461
31,33320,277
31,33425,500
31,33530,85
31,33565,85
31,33705,7414
31,33740,173
31,33775,1515
31,33880,459
31,33950,115
31,33985,17
31,34090,267
31,34230,642
31,34265,68
31,34300,299
31,34370,363
31,34545,21
31,34615,26147
31,34650,35
31,34720,1244
31,34825,247
31,35000,22523
31,35245,52
31,35385,271
31,35490,1359
31,35560,22
31,35665,140
31,35700,108
31,35735,257
31,35980,4680
31,36015,122
31,37000,483335
31,37105,3575
31,37140,49
31,37210,354
31,37280,2078
31,37420,333
31,37525,872
31,37560,770
31,37595,796
31,37630,166
31,37770,591
31,37910,701
31,38085,166
31,38130,283
31,38160,440
31,38190,567
31,38225,230
31,38295,23791
31,38575,846
31,38610,511
31,38750,1053
31,38960,598
31,38995,324
31,39030,327
31,39065,185
31,39100,1822
31,39135,242
31,39170,1264
31,39310,330
31,39345,6808
31,39380,208
31,39450,378
31,39590,357
31,39660,343
31,39695,895
31,39870,343
31,39975,296
31,40360,57
31,40430,75
31,40570,22
31,40605,6401
31,40675,877
31,40710,1382
31,40780,154
31,40920,946
31,41130,138
31,41235,56
31,41375,73
31,41480,362
31,41515,242
31,41760,54
31,41830,210
31,42075,89
31,42145,80
31,42250,152
31,42355,258
31,42495,57
31,42670,144
31,42775,784
31,42810,106
31,43055,711
31,43090,89
31,43265,2427
31,43370,83
31,43475,424
31,43685,487
31,43755,37
31,44035,6529
31,44070,297
31,44245,14305
31,44280,810
31,44420,7672
31,44595,734
31,44700,1045
31,45085,348
31,45190,17
31,45225,156
31,45295,6440
31,45400,321
31,45575,59
31,45610,242
31,45680,94
31,46030,13856
31,46135,425
31,46275,384
31,46380,134
31,46520,1509
31,46625,246
31,46695,156
31,46800,1526
31,46835,227
31,46870,246
31,47010,48
31,47080,57
31,47115,145
31,47150,470
31,47220,33
31,47290,22
31,47360,32
31,47395,304
31,47465,1155
31,47500,502
31,47675,244
31,47815,1826
31,47850,43
31,47920,1233
31,47955,1453
31,48060,74
31,48235,1974
31,48270,234
31,48305,205
31,48410,50
31,48445,137
31,48480,1670
31,48515,1715
31,48585,1045
31,48690,51
31,48760,211
31,48900,115
31,48935,989
31,49005,114
31,49145,501
31,49285,197
31,49425,227
31,49460,191
31,49530,301
31,49635,199
31,49880,124
31,49915,828
31,49950,2631
31,50020,3236
31,50125,605
31,50230,153
31,50335,39
31,50370,540
31,50510,158
31,50790,72
31,50895,304
31,50965,4987
31,51070,1507
31,51175,302
31,51245,682
31,51595,131
31,51630,72
31,51665,912
31,51700,523
31,51735,578
31,51770,4458
31,51840,6165
31,52015,1062
31,52085,69
31,52295,222
31,52540,250
31,52575,3458
31,52925,59
31,52960,1931
31,52995,330
31,53240,74
31,53275,888
31,53345,50
31,53380,372
31,53415,20
31,53450,1228
31,53520,231
31,53555,48
31,53660,1158
31,53835,1344
31,53905,217
31,54045,8180
31,54115,1425
32,06500,14828
32,08500,971
32,08900,1990
32,09700,58036
32,22500,20785
32,23500,3907
32,24100,9577
32,24900,24744
32,31900,337305
32,40000,660929
32,43000,1799
32,46000,22786
32,51800,284771
32,60600,274915
32,68400,110323
32,83000,1244
32,83730,4499
32,84800,8261
32,85400,3194
33,05140,9459
33,12900,13111
33,14200,44629
33,18820,33485
33,27380,8790
33,39300,22917
33,40180,17142
33,41300,15342
33,45140,115474
33,50260,91003
33,62900,22733
33,65140,33519
33,69940,12192
34,00100,9130
34,00700,6791
34,00730,466
34,00760,1724
34,01030,2348
34,01090,1750
34,01330,603
34,01960,15391
34,02080,38464
34,02110,4383
34,02200,8716
34,02230,990
34,02320,1218
34,02440,1933
34,03130,652
34,03250,7069
34,03520,965
34,03580,70300
34,03940,1069
34,04180,11153
34,04750,11724
34,04930,5816
34,04990,2536
34,05170,28274
34,05440,7534
34,05590,7837
34,05740,2514
34,06340,7598
34,06370,796
34,06490,9606
34,06610,8821
34,06670,4021
34,06790,12371
34,06970,4219
34,07300,808
34,07600,26763
34,07750,4920
34,07810,7602
34,08170,1813
34,08680,4489
34,08920,10024
34,09040,8133
34,09250,8834
34,09280,1013
34,10000,71100
34,10270,2757
34,10330,299
34,10480,6333
34,10750,25281
34,12100,9275
34,12550,1546
34,12580,1678
34,13360,8948
34,13420,5465
34,13570,25570
34,13690,88461
34,13720,2781
34,13810,8544
34,14260,14204
34,15160,481
34,15820,9118
34,16660,888
34,17530,4846
34,18070,18435
34,18400,18234
34,18490,8176
34,19360,2428
34,19390,69556
34,19510,10421
34,19840,13496
34,20020,14678
34,20350,4385
34,21000,135829
34,21240,1368
34,21300,21256
34,21450,7251
34,21480,29624
34,21510,5321
34,21570,2342
34,21840,2138
34,21870,1679
34,22440,6109
34,22470,35564
34,22560,14927
34,22860,7655
34,22890,914
34,22950,1491
34,23250,538
34,23700,4902
34,23910,14092
34,23940,1813
34,24420,39700
34,24930,5008
34,24990,11021
34,25200,12430
34,25350,1472
34,25770,32456
34,25800,5161
34,26070,2239
34,26340,23987
34,26550,1682
34,26610,7952
34,26640,12076
34,26820,11507
34,28650,11365
34,28680,45736
34,28710,10125
34,28770,12571
34,28800,7511
34,29070,8834
34,29220,3331
34,29430,14797
34,29460,1443
34,30150,4990
34,30210,20520
34,30390,397
34,30420,12030
34,30540,3322
34,30570,19496
34,30840,2437
34,31320,3592
34,31470,14959
34,31500,4329
34,31620,5853
34,31920,10062
34,32220,928
34,32250,57010
34,32310,4232
34,32910,14622
34,33150,1894
34,34200,817
34,34530,1699
34,34890,5735
34,36000,291657
34,36480,9648
34,36510,39370
34,36690,8259
34,36810,7099
34,37110,10009
34,37560,1665
34,37770,2703
34,38610,4157
34,39210,1984
34,39390,1843
34,39420,3301
34,39630,1670
34,40020,9303
34,40290,10951
34,40350,43950
34,40440,21685
34,40530,6957
34,40680,10914
34,40770,6053
34,41010,224
34,41100,25832
34,41310,32745
34,41370,878
34,42510,16432
34,42630,4356
34,43050,5877
34,43380,332
34,43620,10779
34,43890,5162
34,44520,9704
34,44880,10023
34,45210,4291
34,45330,4970
34,45510,3823
34,45690,14977
34,45900,14461
34,46110,6970
34,46260,1222
34,46590,446
34,46620,6968
34,46680,27358
34,47130,3204
34,47610,9361
34,47700,3108
34,48210,6538
34,48300,20571
34,48480,4608
34,48510,6924
34,48690,5931
34,48750,4654
34,49680,3063
34,49920,4581
34,50130,3665
34,51000,304960
34,51210,55846
34,51390,1798
34,51660,16889
34,51810,13488
34,51930,8240
34,52320,16370
34,52620,6574
34,52950,8426
34,53040,8633
34,53280,22566
34,53430,4821
34,53490,3585
34,53610,5729
34,53850,12680
34,53880,3940
34,54360,11242
34,54450,1991
34,54570,6166
34,54660,2293
34,54870,6074
34,54990,8188
34,55770,20102
34,55800,7489
34,55950,26282
34,56130,9440
34,56550,68903
34,57000,156452
34,57150,6267
34,57300,2538
34,57480,1376
34,57600,2840
34,57750,4865
34,58200,55249
34,58350,15328
34,58590,2193
34,58770,10783
34,59070,8880
34,59190,54670
34,59640,20613
34,59880,19429
34,59910,4897
34,60090,10874
34,60600,1109
34,60900,30289
34,61170,6219
34,61530,29813
34,61680,14706
34,61980,8422
34,62430,12779
34,62910,11417
34,62940,13135
34,63000,26194
34,63150,11451
34,63300,4105
34,63360,11995
34,63660,2781
34,64050,6596
34,64170,405
34,64320,740
34,64410,799
34,64590,6168
34,64620,22342
34,64650,13932
34,65130,7178
34,65160,8338
34,65280,18852
34,65400,3368
34,65490,5325
34,65790,45496
34,66240,1425
34,66330,1841
34,66390,2122
34,66450,2486
34,66480,1471
34,66570,21005
34,67020,443
34,67110,1114
34,67350,4149
34,68340,5567
34,68430,10465
34,68460,14112
34,68550,10237
34,68730,4811
34,69390,24131
34,69420,15931
34,69510,3736
34,69810,8078
34,70110,2751
34,70140,4834
34,70380,3575
34,70980,494
34,71010,791
34,71220,7000
34,71430,22344
34,71640,1288
34,71670,2050
34,71850,2741
34,72240,7
34,72420,15178
34,72480,71
34,73020,19354
34,73140,10785
34,74000,89620
34,74210,3681
34,74540,5671
34,74630,64462
34,75140,8480
34,75620,9226
34,75890,1583
34,76070,60797
34,76400,10105
34,76490,11825
34,76730,11048
34,77270,7335
34,77600,6434
34,78110,2309
34,78530,1003
34,79040,30559
34,79310,8555
34,79610,50754
34,80120,4317
34,80210,542
34,80270,11210
34,80390,7346
34,81170,5123
34,81200,3063
34,81890,2136
34,82120,10063
34,82180,3127
34,82300,6122
34,82423,13138
34,82450,2909
34,82570,10197
34,82720,3728
34,82960,722
35,01780,31284
35,02000,560274
35,03400,1176
35,03820,8726
35,05220,12326
35,05780,6130
35,06270,2064
35,06480,7474
35,06970,9114
35,07880,7349
35,08580,4076
35,11800,1393
35,12150,31499
35,12500,960
35,12850,68
35,13970,912
35,15440,789
35,15720,2581
35,16280,758
35,16420,37612
35,17050,1450
35,17680,128
35,17960,8616
35,19150,638
35,20270,14603
35,20480,112
35,20620,1054
35,21180,115
35,22020,316
35,22380,6130
35,22720,1443
35,23000,156
35,24610,56
35,25170,10431
35,25380,1295
35,25450,2944
35,25800,46237
35,26570,85
35,26780,47
35,27340,863
35,28460,20451
35,30210,84
35,30490,8996
35,30770,25
35,31330,954
35,31820,1568
35,32520,39386
35,33290,109
35,33710,55
35,33850,1230
35,35040,2105
35,35320,202
35,36230,576
35,37840,374
35,39380,114892
35,39940,12905
35,42040,959
35,42180,2203
35,43370,19079
35,43930,5828
35,44420,1330
35,44490,11237
35,46310,779
35,47080,223
35,47570,603
35,48060,1792
35,48620,2457
35,50160,2010
35,50300,92
35,50370,908
35,55620,1380
35,56180,3428
35,59260,11859
35,60870,1797
35,62060,5978
35,62200,537
35,62620,311
35,63145,4907
35,63460,110660
35,64930,47109
35,65070,185
35,65210,7663
35,65280,2579
35,68150,190
35,70270,1608
35,70500,89167
35,70670,2769
35,71020,168
35,73260,9377
35,73540,8361
35,74800,927
35,75640,17689
35,76200,6427
35,76480,81
35,76620,681
35,77250,922
35,77880,463
35,79840,6000
35,79910,5123
35,79980,2599
35,82570,267
35,83200,120
35,83340,265
35,85160,212
35,85300,463
36,00199,1678
36,00276,1564
36,00342,786
36,00408,10163
36,00441,2883
36,01000,101228
36,01033,5730
36,01088,2594
36,01154,496
36,01187,951
36,01198,4789
36,01286,1555
36,01440,398
36,01517,1639
36,01737,138
36,02044,9577
36,02066,18093
36,02143,895
36,02176,709
36,02198,2021
36,02286,512
36,02407,1925
36,02506,4916
36,02550,293
36,02583,771
36,02737,602
36,02902,1583
36,02968,1697
36,03001,2447
36,03078,25983
36,03188,623
36,03331,835
36,03353,3437
36,03408,12106
36,04033,1255
36,04198,7639
36,04253,4933
36,04440,571
36,04715,15437
36,04759,5539
36,04803,1006
36,05034,6683
36,05100,15025
36,05639,1153
36,05672,785
36,05771,2195
36,05815,837
36,05848,308
36,06046,1209
36,06607,46727
36,06794,1237
36,06849,2534
36,06945,1298
36,06959,980
36,07190,1007
36,07355,2007
36,08070,2500
36,08103,7319
36,08323,3169
36,08422,1342
36,08466,7111
36,08488,1315
36,08532,6404
36,10132,2947
36,10231,939
36,10286,435
36,10341,2215
36,11000,274678
36,11132,333
36,11154,165
36,11704,2080
36,11825,1796
36,11847,2143
36,11902,1271
36,12111,2053
36,12144,10480
36,12177,458
36,12188,4462
36,12210,761
36,12254,2172
36,12331,7064
36,12353,728
36,12683,3264
36,12749,563
36,12771,988
36,12870,1456
36,12881,338
36,12958,530
36,13002,3763
36,13024,965
36,13068,466
36,13079,3925
36,13145,2739
36,13233,7285
36,13288,1057
36,13585,1840
36,13618,392
36,13739,1142
36,13981,744
36,14003,1557
36,14036,598
36,15242,476
36,15297,3996
36,15400,10526
36,15561,4810
36,15638,2195
36,16089,1701
36,16111,334
36,16188,731
36,16375,2169
36,16419,1644
36,16573,2138
36,16628,4479
36,16727,718
36,16749,18206
36,16815,260
36,16936,1993
36,17332,7622
36,17882,302
36,18047,1837
36,18135,661
36,18201,690
36,18212,2644
36,18256,10612
36,18333,3008
36,18388,17276
36,18597,293
36,18718,2717
36,19070,638
36,19213,8136
36,19356,1523
36,19642,2343
36,19664,4346
36,19994,255
36,20082,310
36,20115,1032
36,20126,3159
36,20313,14891
36,20346,1421
36,20379,35
36,20390,420
36,20500,1008
36,20698,11309
36,20731,2014
36,20896,292
36,20951,1863
36,21050,1688
36,21105,12442
36,21523,772
36,21589,5951
36,22183,1546
36,22260,7228
36,22557,514
36,22865,6158
36,22876,10010
36,23052,3002
36,23217,2599
36,23745,590
36,23789,951
36,23965,4174
36,24020,284
36,24075,214
36,24229,26176
36,24251,3797
36,24295,5103
36,24515,13211
36,24713,355
36,24823,621
36,24867,326
36,24988,771
36,25076,5353
36,25164,2241
36,25384,8502
36,25428,363
36,25527,4170
36,25967,2141
36,26209,229
36,26264,15879
36,26319,2867
36,26352,4791
36,26462,688
36,26704,473
36,26770,3145
36,26880,427
36,26924,1991
36,27188,2289
36,27221,277
36,27331,1652
36,27419,9455
36,27485,43756
36,27529,449
36,27815,11248
36,27859,760
36,27969,224
36,28101,159
36,28178,22835
36,28618,7731
36,28640,12391
36,28959,326
36,29113,27879
36,29322,445
36,29333,14507
36,29443,14843
36,29542,5733
36,29597,3617
36,29630,2456
36,29872,269
36,30026,2416
36,30169,11007
36,30191,3087
36,30213,7651
36,30411,1434
36,30521,2947
36,30576,2561
36,30675,1667
36,30752,2983
36,30961,2114
36,31291,1112
36,31643,9744
36,31709,4100
36,31830,284
36,31852,586
36,31940,904
36,32017,538
36,32325,2609
36,32402,30780
36,32710,8307
36,32754,12226
36,32963,1467
36,33139,58225
36,34121,7235
36,34264,720
36,34297,468
36,34308,1320
36,34319,560
36,34495,3647
36,34660,926
36,34847,5891
36,34979,392
36,35144,393
36,35155,1730
36,35276,3077
36,35364,2825
36,35474,3151
36,35672,8049
36,35694,6367
36,35969,5790
36,35980,7376
36,36167,411
36,37022,1426
36,37275,7567
36,37528,615
36,37803,6417
36,37840,3627
36,37847,4976
36,38077,32724
36,38264,27965
36,38506,392
36,38748,14874
36,38781,8099
36,38825,1203
36,38934,5699
36,39232,14916
36,39309,1190
36,39562,1153
36,39694,5622
36,39727,23777
36,39853,41857
36,40189,19593
36,40200,668
36,40508,1005
36,40530,11021
36,40761,2275
36,40937,2803
36,41069,2948
36,41135,10047
36,41223,3855
36,41333,6493
36,41432,1864
36,41487,1923
36,41520,216
36,41553,6747
36,41872,456
36,42026,4265
36,42147,2500
36,42224,5130
36,42323,2099
36,42554,26972
36,42642,326
36,42741,4516
36,42829,1059
36,42884,2250
36,42950,1471
36,43005,3537
36,43082,20436
36,43214,281
36,43335,34595
36,43720,3327
36,43874,20071
36,43918,785
36,44006,594
36,44193,977
36,44424,312
36,44710,5400
36,44787,8417
36,44831,19533
36,44853,1631
36,45018,4593
36,45073,320
36,45106,6901
36,45392,883
36,45480,1755
36,45557,487
36,45997,16826
36,46019,10082
36,46107,847
36,46162,3132
36,46206,781
36,46239,1457
36,46360,5089
36,46415,5906
36,46536,4461
36,46646,285
36,46811,1557
36,46866,1164
36,46998,1696
36,47042,30152
36,47108,428
36,47229,400
36,47273,1442
36,47361,880
36,47405,1001
36,47427,279
36,47636,21169
36,47757,3638
36,47823,2378
36,47988,9477
36,48090,4624
36,48142,3760
36,48175,7221
36,48197,1563
36,48296,1244
36,48483,519
36,48593,1328
36,48890,10567
36,48945,2839
36,49121,71168
36,49220,446
36,49231,2765
36,49330,3492
36,49429,955
36,49506,1081
36,49748,565
36,49781,630
36,49891,8967
36,49902,903
36,49946,905
36,50034,28237
36,50298,1862
36,50353,5419
36,50397,10129
36,50551,8552
36,50573,555
36,50617,83742
36,50705,9824
36,51000,8258035
36,51011,3190
36,51055,47599
36,51110,456
36,51286,1606
36,51792,1265
36,52188,1175
36,53022,5370
36,53055,782
36,53396,7273
36,53660,6763
36,53682,30031
36,53770,998
36,53979,6685
36,54012,1544
36,54078,1151
36,54100,7244
36,54155,1789
36,54430,168
36,54452,540
36,54485,9304
36,54562,2085
36,54617,899
36,54705,4833
36,54716,13650
36,54837,10094
36,54848,583
36,54881,15331
36,55266,3041
36,55365,1344
36,55376,643
36,55530,26542
36,55574,17022
36,55618,913
